attack,muV_budget,eps_uV_per_channel,seed,clean_acc,adv_acc,ASR,clean_acc_per_class,adv_acc_per_class,spearman_IG,roi_share_clean_IG,roi_share_adv_IG,roi_delta_share_IG,roi_spearman_IG,laterality_clean_IG,laterality_adv_IG,laterality_delta_IG,top5_clean_IG,top5_adv_IG,subject_id,model_name
PGD_LP,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",31415,0.6527777910232544,0.0,1.0,"[0.3611111111111111, 0.6666666666666666, 0.875, 0.7083333333333334]","[0.0, 0.0, 0.0, 0.0]",0.995800395256917,0.0909837083301308,0.0916731705704387,0.0006894622403078,0.99609375,-0.354352876586115,-0.3548976589728863,-0.0005447823867712,"['C1', 'CP3', 'C6', 'CP4', 'P1']","['C1', 'CP3', 'C6', 'CP4', 'P1']",1,EEGNet
DeepFool_L2,,,31415,0.6527777910232544,0.0763888880610466,0.9236111119389534,,,0.9106084133258048,0.0909837083301308,0.0959570467351132,0.0049733384049823,0.90625,-0.354352876586115,-0.3565147246607509,-0.0021618480746358,"['C1', 'CP3', 'C6', 'CP4', 'P1']","['C1', 'CP3', 'C6', 'CP4', 'P1']",1,EEGNet
FGSM,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",999,0.6423611044883728,0.0625,0.9375,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.25, 0.0]",0.9335827216262,0.1368507353491499,0.1335913120063062,-0.0032594233428436,0.71875,-0.0003241002369945,0.0773075025174039,0.0776316027543985,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['P2', 'CP4', 'CP2', 'POz', 'CPz']",1,EEGNet
FGSM,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",999,0.6423611044883728,0.0034722222480922,0.9965277777519076,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.013888888888888888, 0.0]",0.9335827216262,0.1368507353491499,0.1335913120063062,-0.0032594233428436,0.71875,-0.0003241002369945,0.0773075025174039,0.0776316027543985,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['P2', 'CP4', 'CP2', 'POz', 'CPz']",1,EEGNet
FGSM,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",999,0.6423611044883728,0.0,1.0,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.0, 0.0]",0.9335827216262,0.1368507353491499,0.1335913120063062,-0.0032594233428436,0.71875,-0.0003241002369945,0.0773075025174039,0.0776316027543985,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['P2', 'CP4', 'CP2', 'POz', 'CPz']",1,EEGNet
FGSM,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",999,0.6423611044883728,0.0,1.0,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.0, 0.0]",0.9335827216262,0.1368507353491499,0.1335913120063062,-0.0032594233428436,0.71875,-0.0003241002369945,0.0773075025174039,0.0776316027543985,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['P2', 'CP4', 'CP2', 'POz', 'CPz']",1,EEGNet
PGD,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",999,0.6423611044883728,0.0104166669771075,0.9895833330228924,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.041666666666666664, 0.0]",0.93163290513834,0.1368507353491499,0.1332379474115878,-0.003612787937562,0.71484375,-0.0003241002369945,0.0782780245846076,0.0786021248216022,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['P2', 'CP4', 'CP2', 'POz', 'CPz']",1,EEGNet
PGD,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",999,0.6423611044883728,0.0,1.0,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.0, 0.0]",0.93163290513834,0.1368507353491499,0.1332379474115878,-0.003612787937562,0.71484375,-0.0003241002369945,0.0782780245846076,0.0786021248216022,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['P2', 'CP4', 'CP2', 'POz', 'CPz']",1,EEGNet
PGD,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",999,0.6423611044883728,0.0,1.0,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.0, 0.0]",0.93163290513834,0.1368507353491499,0.1332379474115878,-0.003612787937562,0.71484375,-0.0003241002369945,0.0782780245846076,0.0786021248216022,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['P2', 'CP4', 'CP2', 'POz', 'CPz']",1,EEGNet
PGD,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",999,0.6423611044883728,0.0,1.0,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.0, 0.0]",0.93163290513834,0.1368507353491499,0.1332379474115878,-0.003612787937562,0.71484375,-0.0003241002369945,0.0782780245846076,0.0786021248216022,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['P2', 'CP4', 'CP2', 'POz', 'CPz']",1,EEGNet
FGSM_LP,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",999,0.6423611044883728,0.4930555522441864,0.5069444477558136,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.2916666666666667, 0.5416666666666666, 0.6388888888888888, 0.5]",0.9983060417843028,0.1368507353491499,0.1366223959304611,-0.0002283394186887,0.984375,-0.0003241002369945,0.0049830504423997,0.0053071506793942,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['CP4', 'P2', 'CP2', 'POz', 'CPz']",1,EEGNet
FGSM_LP,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",999,0.6423611044883728,0.1805555522441864,0.8194444477558136,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.08333333333333333, 0.1388888888888889, 0.3194444444444444, 0.18055555555555555]",0.9983060417843028,0.1368507353491499,0.1366223959304611,-0.0002283394186887,0.984375,-0.0003241002369945,0.0049830504423997,0.0053071506793942,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['CP4', 'P2', 'CP2', 'POz', 'CPz']",1,EEGNet
FGSM_LP,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",999,0.6423611044883728,0.0069444444961845,0.9930555555038154,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.027777777777777776, 0.0]",0.9983060417843028,0.1368507353491499,0.1366223959304611,-0.0002283394186887,0.984375,-0.0003241002369945,0.0049830504423997,0.0053071506793942,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['CP4', 'P2', 'CP2', 'POz', 'CPz']",1,EEGNet
FGSM_LP,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",999,0.6423611044883728,0.0,1.0,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.0, 0.0]",0.9983060417843028,0.1368507353491499,0.1366223959304611,-0.0002283394186887,0.984375,-0.0003241002369945,0.0049830504423997,0.0053071506793942,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['CP4', 'P2', 'CP2', 'POz', 'CPz']",1,EEGNet
PGD_LP,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",999,0.6423611044883728,0.5520833134651184,0.4479166865348816,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.3611111111111111, 0.5833333333333334, 0.7083333333333334, 0.5555555555555556]",0.9981560559006212,0.1368507353491499,0.1365661791672233,-0.0002845561819265,0.984375,-0.0003241002369945,0.0051763021458778,0.0055004023828724,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['CP4', 'P2', 'CP2', 'POz', 'CPz']",1,EEGNet
PGD_LP,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",999,0.6423611044883728,0.2986111044883728,0.7013888955116272,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.25, 0.19444444444444445, 0.4305555555555556, 0.3194444444444444]",0.9981560559006212,0.1368507353491499,0.1365661791672233,-0.0002845561819265,0.984375,-0.0003241002369945,0.0051763021458778,0.0055004023828724,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['CP4', 'P2', 'CP2', 'POz', 'CPz']",1,EEGNet
PGD_LP,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",999,0.6423611044883728,0.020833333954215,0.979166666045785,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.06944444444444445, 0.013888888888888888]",0.9981560559006212,0.1368507353491499,0.1365661791672233,-0.0002845561819265,0.984375,-0.0003241002369945,0.0051763021458778,0.0055004023828724,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['CP4', 'P2', 'CP2', 'POz', 'CPz']",1,EEGNet
PGD_LP,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",999,0.6423611044883728,0.0,1.0,"[0.4444444444444444, 0.75, 0.7777777777777778, 0.5972222222222222]","[0.0, 0.0, 0.0, 0.0]",0.9981560559006212,0.1368507353491499,0.1365661791672233,-0.0002845561819265,0.984375,-0.0003241002369945,0.0051763021458778,0.0055004023828724,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['CP4', 'P2', 'CP2', 'POz', 'CPz']",1,EEGNet
DeepFool_L2,,,999,0.6423611044883728,0.0868055522441864,0.9131944477558136,,,0.9579157255787693,0.1368507353491499,0.1347156749879136,-0.0021350603612362,0.80859375,-0.0003241002369945,0.0423768710353478,0.0427009712723424,"['CP4', 'P2', 'CP2', 'POz', 'CPz']","['P2', 'CP4', 'CP2', 'POz', 'CPz']",1,EEGNet
FGSM,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",42,0.5868055820465088,0.1701388955116272,0.8298611044883728,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.0, 0.3194444444444444, 0.3611111111111111, 0.0]",0.96872353190288,0.1640320085171088,0.1642420678836402,0.0002100593665314,0.7109375,0.1190301260273044,0.1294489691534873,0.0104188431261828,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'C5', 'Cz']",1,DeepConvNet
FGSM,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",42,0.5868055820465088,0.0902777761220932,0.9097222238779068,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.0, 0.2777777777777778, 0.08333333333333333, 0.0]",0.96872353190288,0.1640320085171088,0.1642420678836402,0.0002100593665314,0.7109375,0.1190301260273044,0.1294489691534873,0.0104188431261828,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'C5', 'Cz']",1,DeepConvNet
FGSM,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",42,0.5868055820465088,0.0590277761220932,0.9409722238779068,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.0, 0.2222222222222222, 0.013888888888888888, 0.0]",0.96872353190288,0.1640320085171088,0.1642420678836402,0.0002100593665314,0.7109375,0.1190301260273044,0.1294489691534873,0.0104188431261828,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'C5', 'Cz']",1,DeepConvNet
FGSM,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",42,0.5868055820465088,0.0347222238779068,0.9652777761220932,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.0, 0.125, 0.013888888888888888, 0.0]",0.96872353190288,0.1640320085171088,0.1642420678836402,0.0002100593665314,0.7109375,0.1190301260273044,0.1294489691534873,0.0104188431261828,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'C5', 'Cz']",1,DeepConvNet
PGD,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",42,0.5868055820465088,0.0868055522441864,0.9131944477558136,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.0, 0.25, 0.09722222222222222, 0.0]",0.965909090909091,0.1640320085171088,0.1643380202014407,0.0003060116843319,0.68359375,0.1190301260273044,0.1368277747900715,0.017797648762767,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'C5', 'Cz']",1,DeepConvNet
PGD,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",42,0.5868055820465088,0.0034722222480922,0.9965277777519076,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.0, 0.0, 0.013888888888888888, 0.0]",0.965909090909091,0.1640320085171088,0.1643380202014407,0.0003060116843319,0.68359375,0.1190301260273044,0.1368277747900715,0.017797648762767,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'C5', 'Cz']",1,DeepConvNet
PGD,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",42,0.5868055820465088,0.0,1.0,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.0, 0.0, 0.0, 0.0]",0.965909090909091,0.1640320085171088,0.1643380202014407,0.0003060116843319,0.68359375,0.1190301260273044,0.1368277747900715,0.017797648762767,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'C5', 'Cz']",1,DeepConvNet
PGD,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",42,0.5868055820465088,0.0,1.0,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.0, 0.0, 0.0, 0.0]",0.965909090909091,0.1640320085171088,0.1643380202014407,0.0003060116843319,0.68359375,0.1190301260273044,0.1368277747900715,0.017797648762767,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'C5', 'Cz']",1,DeepConvNet
FGSM_LP,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",42,0.5868055820465088,0.5694444179534912,0.4305555820465088,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.375, 0.5972222222222222, 0.9305555555555556, 0.375]",0.9986765951439864,0.1640320085171088,0.1639849596360851,-4.704888102369242e-05,0.98828125,0.1190301260273044,0.1207523291067972,0.0017222030794927,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'Cz', 'C5']",1,DeepConvNet
FGSM_LP,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",42,0.5868055820465088,0.5,0.5,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.2777777777777778, 0.5694444444444444, 0.9166666666666666, 0.2361111111111111]",0.9986765951439864,0.1640320085171088,0.1639849596360851,-4.704888102369242e-05,0.98828125,0.1190301260273044,0.1207523291067972,0.0017222030794927,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'Cz', 'C5']",1,DeepConvNet
FGSM_LP,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",42,0.5868055820465088,0.3229166567325592,0.6770833432674408,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.1388888888888889, 0.4027777777777778, 0.6527777777777778, 0.09722222222222222]",0.9986765951439864,0.1640320085171088,0.1639849596360851,-4.704888102369242e-05,0.98828125,0.1190301260273044,0.1207523291067972,0.0017222030794927,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'Cz', 'C5']",1,DeepConvNet
FGSM_LP,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",42,0.5868055820465088,0.0486111119389534,0.9513888880610466,"[0.4027777777777778, 0.6111111111111112, 0.9305555555555556, 0.4027777777777778]","[0.0, 0.08333333333333333, 0.1111111111111111, 0.0]",0.9986765951439864,0.1640320085171088,0.1639849596360851,-4.704888102369242e-05,0.98828125,0.1190301260273044,0.1207523291067972,0.0017222030794927,"['CP3', 'C1', 'CP4', 'Cz', 'C5']","['CP3', 'C1', 'CP4', 'Cz', 'C5']",1,DeepConvNet
