attack,muV_budget,eps_uV_per_channel,seed,clean_acc,adv_acc,ASR,clean_acc_per_class,adv_acc_per_class,spearman_IG,roi_share_clean_IG,roi_share_adv_IG,roi_delta_share_IG,roi_spearman_IG,laterality_clean_IG,laterality_adv_IG,laterality_delta_IG,top5_clean_IG,top5_adv_IG,subject_id,model_name
FGSM_LP,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",42,0.6631944179534912,0.0034722222480922,0.9965277777519076,"[0.4166666666666667, 0.6527777777777778, 0.8472222222222222, 0.7361111111111112]","[0.0, 0.0, 0.0, 0.013888888888888888]",0.99707968661773,0.1250101503569105,0.1252241256478896,0.000213975290979,0.98828125,-0.0552729563631857,-0.0563561797079206,-0.0010832233447349,"['FC3', 'POz', 'P1', 'CP4', 'C2']","['POz', 'FC3', 'P1', 'CP4', 'C2']",1,EEGNet
FGSM_LP,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",42,0.6631944179534912,0.0,1.0,"[0.4166666666666667, 0.6527777777777778, 0.8472222222222222, 0.7361111111111112]","[0.0, 0.0, 0.0, 0.0]",0.99707968661773,0.1250101503569105,0.1252241256478896,0.000213975290979,0.98828125,-0.0552729563631857,-0.0563561797079206,-0.0010832233447349,"['FC3', 'POz', 'P1', 'CP4', 'C2']","['POz', 'FC3', 'P1', 'CP4', 'C2']",1,EEGNet
PGD_LP,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",42,0.6631944179534912,0.5902777910232544,0.4097222089767456,"[0.4166666666666667, 0.6527777777777778, 0.8472222222222222, 0.7361111111111112]","[0.375, 0.5694444444444444, 0.7361111111111112, 0.6805555555555556]",0.9967885375494072,0.1250101503569105,0.1252572912644025,0.000247140907492,0.984375,-0.0552729563631857,-0.0574213368953307,-0.002148380532145,"['FC3', 'POz', 'P1', 'CP4', 'C2']","['POz', 'FC3', 'P1', 'CP4', 'C2']",1,EEGNet
PGD_LP,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",42,0.6631944179534912,0.3263888955116272,0.6736111044883728,"[0.4166666666666667, 0.6527777777777778, 0.8472222222222222, 0.7361111111111112]","[0.2361111111111111, 0.3611111111111111, 0.2916666666666667, 0.4166666666666667]",0.9967885375494072,0.1250101503569105,0.1252572912644025,0.000247140907492,0.984375,-0.0552729563631857,-0.0574213368953307,-0.002148380532145,"['FC3', 'POz', 'P1', 'CP4', 'C2']","['POz', 'FC3', 'P1', 'CP4', 'C2']",1,EEGNet
PGD_LP,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",42,0.6631944179534912,0.020833333954215,0.979166666045785,"[0.4166666666666667, 0.6527777777777778, 0.8472222222222222, 0.7361111111111112]","[0.0, 0.027777777777777776, 0.0, 0.05555555555555555]",0.9967885375494072,0.1250101503569105,0.1252572912644025,0.000247140907492,0.984375,-0.0552729563631857,-0.0574213368953307,-0.002148380532145,"['FC3', 'POz', 'P1', 'CP4', 'C2']","['POz', 'FC3', 'P1', 'CP4', 'C2']",1,EEGNet
PGD_LP,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",42,0.6631944179534912,0.0,1.0,"[0.4166666666666667, 0.6527777777777778, 0.8472222222222222, 0.7361111111111112]","[0.0, 0.0, 0.0, 0.0]",0.9967885375494072,0.1250101503569105,0.1252572912644025,0.000247140907492,0.984375,-0.0552729563631857,-0.0574213368953307,-0.002148380532145,"['FC3', 'POz', 'P1', 'CP4', 'C2']","['POz', 'FC3', 'P1', 'CP4', 'C2']",1,EEGNet
DeepFool_L2,,,42,0.6631944179534912,0.1006944477558136,0.8993055522441864,,,0.94529926595144,0.1250101503569105,0.1245298826058957,-0.0004802677510148,0.96875,-0.0552729563631857,-0.0721512228316673,-0.0168782664684815,"['FC3', 'POz', 'P1', 'CP4', 'C2']","['POz', 'FC3', 'CP4', 'P1', 'C2']",1,EEGNet
FGSM,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",123,0.6354166865348816,0.0277777779847383,0.9722222220152617,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.1111111111111111, 0.0]",0.952710333145116,0.1382569273414634,0.1313551350355766,-0.0069017923058867,0.94921875,-0.0811563631904801,-0.1100519091981257,-0.0288955460076456,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['FC2', 'CP4', 'Cz', 'CP3', 'C2']",1,EEGNet
FGSM,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",123,0.6354166865348816,0.0,1.0,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.0, 0.0]",0.952710333145116,0.1382569273414634,0.1313551350355766,-0.0069017923058867,0.94921875,-0.0811563631904801,-0.1100519091981257,-0.0288955460076456,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['FC2', 'CP4', 'Cz', 'CP3', 'C2']",1,EEGNet
FGSM,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",123,0.6354166865348816,0.0,1.0,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.0, 0.0]",0.952710333145116,0.1382569273414634,0.1313551350355766,-0.0069017923058867,0.94921875,-0.0811563631904801,-0.1100519091981257,-0.0288955460076456,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['FC2', 'CP4', 'Cz', 'CP3', 'C2']",1,EEGNet
FGSM,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",123,0.6354166865348816,0.0,1.0,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.0, 0.0]",0.952710333145116,0.1382569273414634,0.1313551350355766,-0.0069017923058867,0.94921875,-0.0811563631904801,-0.1100519091981257,-0.0288955460076456,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['FC2', 'CP4', 'Cz', 'CP3', 'C2']",1,EEGNet
PGD,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",123,0.6354166865348816,0.0,1.0,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.0, 0.0]",0.9520927442123096,0.1382569273414634,0.131588105912362,-0.0066688214291013,0.953125,-0.0811563631904801,-0.1082709769344381,-0.0271146137439579,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['FC2', 'CP4', 'Cz', 'CP3', 'C2']",1,EEGNet
PGD,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",123,0.6354166865348816,0.0,1.0,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.0, 0.0]",0.9520927442123096,0.1382569273414634,0.131588105912362,-0.0066688214291013,0.953125,-0.0811563631904801,-0.1082709769344381,-0.0271146137439579,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['FC2', 'CP4', 'Cz', 'CP3', 'C2']",1,EEGNet
PGD,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",123,0.6354166865348816,0.0,1.0,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.0, 0.0]",0.9520927442123096,0.1382569273414634,0.131588105912362,-0.0066688214291013,0.953125,-0.0811563631904801,-0.1082709769344381,-0.0271146137439579,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['FC2', 'CP4', 'Cz', 'CP3', 'C2']",1,EEGNet
PGD,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",123,0.6354166865348816,0.0,1.0,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.0, 0.0]",0.9520927442123096,0.1382569273414634,0.131588105912362,-0.0066688214291013,0.953125,-0.0811563631904801,-0.1082709769344381,-0.0271146137439579,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['FC2', 'CP4', 'Cz', 'CP3', 'C2']",1,EEGNet
FGSM_LP,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",123,0.6354166865348816,0.4548611044883728,0.5451388955116272,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.3194444444444444, 0.3472222222222222, 0.6805555555555556, 0.4722222222222222]",0.998826581027668,0.1382569273414634,0.1379418845778523,-0.000315042763611,1.0,-0.0811563631904801,-0.082649372564558,-0.0014930093740778,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['Cz', 'CP4', 'FC2', 'CP3', 'C2']",1,EEGNet
FGSM_LP,0.5,"[0.5191854238510132, 0.4849260449409485, 0.5261581540107727, 0.55070960521698, 0.5327007174491882, 0.5089679956436157, 0.39071688055992126, 0.4631488621234894, 0.5031527876853943, 0.5391634106636047, 0.5164562463760376, 0.4977368712425232, 0.44952332973480225, 0.4774791896343231, 0.4919731318950653, 0.5097575187683105, 0.500276505947113, 0.5033980011940002, 0.4877236485481262, 0.4992217719554901, 0.4963490068912506, 0.4997234642505646]",123,0.6354166865348816,0.1805555522441864,0.8194444477558136,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.09722222222222222, 0.08333333333333333, 0.3333333333333333, 0.20833333333333334]",0.998826581027668,0.1382569273414634,0.1379418845778523,-0.000315042763611,1.0,-0.0811563631904801,-0.082649372564558,-0.0014930093740778,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['Cz', 'CP4', 'FC2', 'CP3', 'C2']",1,EEGNet
FGSM_LP,1.0,"[1.0383708477020264, 0.969852089881897, 1.0523163080215454, 1.10141921043396, 1.0654014348983765, 1.0179359912872314, 0.7814337611198425, 0.9262977242469788, 1.0063055753707886, 1.0783268213272095, 1.0329124927520752, 0.9954737424850464, 0.8990466594696045, 0.9549583792686462, 0.9839462637901306, 1.019515037536621, 1.000553011894226, 1.0067960023880005, 0.9754472970962524, 0.9984435439109802, 0.9926980137825012, 0.9994469285011292]",123,0.6354166865348816,0.0034722222480922,0.9965277777519076,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.013888888888888888, 0.0]",0.998826581027668,0.1382569273414634,0.1379418845778523,-0.000315042763611,1.0,-0.0811563631904801,-0.082649372564558,-0.0014930093740778,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['Cz', 'CP4', 'FC2', 'CP3', 'C2']",1,EEGNet
FGSM_LP,2.0,"[2.0767416954040527, 1.939704179763794, 2.104632616043091, 2.20283842086792, 2.130802869796753, 2.035871982574463, 1.562867522239685, 1.8525954484939575, 2.012611150741577, 2.156653642654419, 2.0658249855041504, 1.9909474849700928, 1.798093318939209, 1.9099167585372925, 1.9678925275802612, 2.039030075073242, 2.001106023788452, 2.013592004776001, 1.9508945941925049, 1.9968870878219604, 1.9853960275650024, 1.9988938570022583]",123,0.6354166865348816,0.0,1.0,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.0, 0.0, 0.0, 0.0]",0.998826581027668,0.1382569273414634,0.1379418845778523,-0.000315042763611,1.0,-0.0811563631904801,-0.082649372564558,-0.0014930093740778,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['Cz', 'CP4', 'FC2', 'CP3', 'C2']",1,EEGNet
PGD_LP,0.25,"[0.2595927119255066, 0.24246302247047424, 0.26307907700538635, 0.27535480260849, 0.2663503587245941, 0.25448399782180786, 0.19535844027996063, 0.2315744310617447, 0.25157639384269714, 0.26958170533180237, 0.2582281231880188, 0.2488684356212616, 0.22476166486740112, 0.23873959481716156, 0.24598656594753265, 0.2548787593841553, 0.2501382529735565, 0.2516990005970001, 0.2438618242740631, 0.24961088597774506, 0.2481745034456253, 0.2498617321252823]",123,0.6354166865348816,0.5277777910232544,0.4722222089767456,"[0.5277777777777778, 0.5694444444444444, 0.8194444444444444, 0.625]","[0.4305555555555556, 0.4305555555555556, 0.7083333333333334, 0.5416666666666666]",0.9986942405420668,0.1382569273414634,0.1378983571662683,-0.000358570175195,0.99609375,-0.0811563631904801,-0.0825321441892268,-0.0013757809987466,"['Cz', 'CP4', 'FC2', 'CP3', 'C2']","['Cz', 'CP4', 'FC2', 'CP3', 'C2']",1,EEGNet
